person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,delinquencies_2yrs,revolving_utilization,total_accounts,inquiries_6months,public_records,loan_status
29,176756.44,RENT,34,MEDICAL,D,18303,15.81,0.1,N,6,0.29,0,0.47,17,0,0,0
24,77095.07,RENT,29,EDUCATION,D,8370,23.32,0.11,N,23,0.12,0,0.42,27,1,0,0
57,17219.92,MORTGAGE,29,EDUCATION,E,3080,20.72,0.18,N,12,0.4,0,0.11,3,1,0,0
53,134482.68,MORTGAGE,30,MEDICAL,B,5675,10.29,0.04,N,24,0.21,0,0.54,28,1,0,0
42,48797.86,MORTGAGE,31,EDUCATION,E,31916,15.47,0.65,N,7,0.29,0,0.27,20,1,0,0
28,13839.41,MORTGAGE,7,VENTURE,C,9531,6.24,0.69,N,3,0.49,0,0.45,14,0,0,1
57,65358.54,RENT,0,PERSONAL,A,10837,23.74,0.17,Y,26,0.44,2,0.06,14,0,0,1
52,55300.22,OWN,8,VENTURE,A,13755,5.44,0.25,Y,16,0.19,1,0.17,14,0,0,0
32,73279.0,RENT,12,MEDICAL,C,35552,24.85,0.49,N,13,0.2,0,0.11,20,1,0,0
53,45386.61,MORTGAGE,18,HOMEIMPROVEMENT,F,46747,6.19,1.03,N,4,0.42,0,0.37,24,0,0,0
64,36296.22,MORTGAGE,21,PERSONAL,A,29756,9.17,0.82,N,8,0.43,0,0.57,12,0,0,0
38,170744.19,MORTGAGE,23,MEDICAL,B,30351,14.46,0.18,N,6,0.17,0,0.38,22,1,0,0
61,37639.68,MORTGAGE,5,DEBTCONSOLIDATION,F,40932,5.48,1.09,N,2,0.23,0,0.36,19,1,0,0
45,67140.14,MORTGAGE,15,MEDICAL,A,47994,20.0,0.71,Y,7,0.39,1,0.53,3,0,0,0
59,41666.45,RENT,30,PERSONAL,D,48645,16.58,1.17,N,24,0.54,0,0.49,14,2,0,1
22,101950.37,MORTGAGE,28,HOMEIMPROVEMENT,B,6033,9.17,0.06,N,25,0.53,0,0.39,12,0,0,0
29,24182.47,RENT,6,VENTURE,G,33567,17.41,1.39,Y,26,0.19,1,0.09,19,0,0,1
62,78084.61,RENT,5,EDUCATION,C,45130,17.9,0.58,Y,20,0.17,1,0.61,25,2,0,0
39,56282.2,MORTGAGE,24,MEDICAL,B,22493,11.34,0.4,Y,12,0.43,1,0.4,24,1,0,0
54,35483.48,MORTGAGE,27,MEDICAL,B,7221,6.69,0.2,N,28,0.23,0,0.2,14,1,0,0
27,29691.87,MORTGAGE,26,DEBTCONSOLIDATION,G,1463,12.67,0.05,N,17,0.5,0,0.59,10,0,0,0
55,78173.0,MORTGAGE,13,HOMEIMPROVEMENT,G,12516,7.84,0.16,N,16,0.22,0,0.59,16,2,0,0
50,61701.81,MORTGAGE,12,VENTURE,F,47525,11.88,0.77,N,6,0.34,0,0.31,7,0,0,0
49,98497.92,OWN,19,HOMEIMPROVEMENT,B,15626,17.97,0.16,N,17,0.23,0,0.42,3,1,0,0
29,104490.05,MORTGAGE,4,VENTURE,F,25426,21.88,0.24,Y,28,0.14,1,0.04,2,1,0,0
61,123969.45,MORTGAGE,35,EDUCATION,G,6583,20.01,0.05,N,20,0.53,0,0.4,12,1,0,0
24,61001.61,MORTGAGE,2,EDUCATION,G,1145,20.09,0.02,N,7,0.16,0,0.17,28,0,1,0
58,98805.88,RENT,7,PERSONAL,G,1240,8.7,0.01,N,17,0.15,0,0.24,12,1,0,0
35,105118.8,MORTGAGE,21,MEDICAL,A,35678,6.41,0.34,Y,27,0.34,1,0.15,28,1,0,0
30,131259.72,MORTGAGE,16,VENTURE,E,34302,10.68,0.26,N,23,0.51,0,0.2,20,1,0,0
26,88893.05,RENT,18,PERSONAL,G,15380,24.02,0.17,N,24,0.15,0,0.38,6,0,0,0
49,48242.67,MORTGAGE,25,HOMEIMPROVEMENT,B,48682,14.01,1.01,N,8,0.42,0,0.54,10,0,0,0
50,105840.71,MORTGAGE,35,PERSONAL,A,8099,8.93,0.08,N,27,0.34,0,0.23,16,1,0,0
43,50819.18,RENT,21,PERSONAL,C,47041,6.11,0.93,N,26,0.52,0,0.47,25,0,0,0
24,85848.96,RENT,16,DEBTCONSOLIDATION,B,24345,19.83,0.28,N,15,0.2,0,0.1,17,0,0,0
38,41370.13,MORTGAGE,19,MEDICAL,D,5654,5.99,0.14,N,4,0.51,0,0.37,26,1,0,0
37,84894.15,OWN,32,MEDICAL,C,28454,20.93,0.34,Y,17,0.3,2,0.19,23,0,0,0
59,117212.65,MORTGAGE,27,PERSONAL,F,38011,15.91,0.32,N,13,0.41,0,0.05,21,0,0,0
64,96258.95,MORTGAGE,32,DEBTCONSOLIDATION,B,27327,18.33,0.28,N,4,0.46,0,0.41,17,0,0,0
56,155422.8,MORTGAGE,13,HOMEIMPROVEMENT,F,12819,6.37,0.08,Y,22,0.2,1,0.22,8,0,0,0
25,62848.67,RENT,10,EDUCATION,E,35178,19.13,0.56,N,24,0.47,0,0.3,22,1,0,1
54,61368.64,MORTGAGE,9,MEDICAL,F,47736,21.23,0.78,N,20,0.2,0,0.33,26,3,0,1
32,47834.41,OWN,8,MEDICAL,D,17121,15.39,0.36,N,24,0.55,0,0.14,22,1,0,0
58,21321.23,RENT,37,DEBTCONSOLIDATION,D,31251,22.04,1.47,N,25,0.22,0,0.33,25,1,0,1
48,126639.23,MORTGAGE,31,MEDICAL,B,43281,15.1,0.34,Y,23,0.53,1,0.16,2,0,0,0
28,31521.57,RENT,29,VENTURE,A,32625,24.33,1.04,Y,13,0.18,2,0.37,20,0,0,0
25,92671.31,MORTGAGE,25,MEDICAL,E,16372,9.41,0.18,N,6,0.14,0,0.23,19,0,0,0
32,102064.42,RENT,15,VENTURE,A,42213,13.13,0.41,Y,4,0.3,1,0.31,11,0,0,0
41,37905.8,OWN,5,VENTURE,B,23538,23.88,0.62,Y,17,0.31,1,0.12,28,0,0,0
64,44649.95,RENT,11,PERSONAL,D,25831,15.11,0.58,N,5,0.57,0,0.53,3,2,0,1
61,32050.12,MORTGAGE,7,EDUCATION,C,23834,20.96,0.74,N,3,0.3,0,0.54,5,1,0,0
38,51682.72,MORTGAGE,34,EDUCATION,A,31328,16.86,0.61,N,27,0.18,0,0.57,21,0,0,0
59,66939.45,MORTGAGE,25,DEBTCONSOLIDATION,D,23821,19.02,0.36,N,18,0.53,0,0.46,9,0,0,0
33,81588.46,OWN,14,DEBTCONSOLIDATION,D,16823,14.51,0.21,Y,6,0.59,1,0.44,23,0,0,0
57,62047.91,MORTGAGE,12,DEBTCONSOLIDATION,F,16761,15.26,0.27,N,20,0.33,0,0.3,11,0,0,0
41,31610.1,RENT,7,DEBTCONSOLIDATION,E,18264,20.32,0.58,N,27,0.55,0,0.34,20,1,0,1
64,17797.33,MORTGAGE,9,PERSONAL,G,27424,11.72,1.54,N,22,0.13,0,0.33,20,0,1,1
45,35483.38,RENT,37,VENTURE,D,39867,6.74,1.12,N,10,0.39,0,0.21,18,1,0,0
37,64437.96,RENT,26,DEBTCONSOLIDATION,D,34342,19.97,0.53,N,19,0.21,0,0.36,26,1,0,1
62,73854.54,MORTGAGE,18,DEBTCONSOLIDATION,C,9720,8.41,0.13,N,2,0.5,0,0.33,4,0,0,0
30,41748.04,MORTGAGE,31,DEBTCONSOLIDATION,B,3939,21.9,0.09,N,10,0.29,0,0.29,9,0,0,0
29,38411.62,MORTGAGE,7,EDUCATION,E,36362,15.28,0.95,N,2,0.13,0,0.14,15,1,0,0
27,46080.0,OWN,30,VENTURE,B,40044,5.14,0.87,Y,7,0.14,1,0.17,8,1,0,0
54,65699.35,RENT,14,HOMEIMPROVEMENT,B,8857,11.19,0.13,Y,28,0.21,1,0.08,11,0,0,0
33,41804.52,RENT,18,VENTURE,C,4557,13.37,0.11,N,10,0.44,0,0.55,26,2,0,0
22,55023.6,OWN,12,VENTURE,C,14107,22.32,0.26,N,8,0.34,0,0.23,23,0,0,0
30,24295.72,OWN,33,HOMEIMPROVEMENT,G,41522,10.93,1.71,Y,26,0.49,1,0.19,8,2,0,1
35,84129.3,OWN,28,VENTURE,A,25624,14.17,0.3,N,7,0.6,0,0.31,11,0,0,0
55,54228.76,MORTGAGE,33,HOMEIMPROVEMENT,A,27973,10.34,0.52,Y,24,0.17,1,0.39,14,0,0,0
48,29250.86,MORTGAGE,33,EDUCATION,G,33991,16.44,1.16,Y,2,0.46,2,0.28,12,0,0,1
55,102330.69,MORTGAGE,34,PERSONAL,C,36712,13.78,0.36,N,22,0.57,0,0.48,6,1,0,0
26,27863.8,OWN,2,HOMEIMPROVEMENT,E,48321,18.24,1.73,N,28,0.46,0,0.22,2,0,0,1
58,59339.61,RENT,25,DEBTCONSOLIDATION,F,25570,23.75,0.43,N,16,0.32,0,0.62,23,2,0,1
50,21767.49,MORTGAGE,25,VENTURE,D,21981,8.79,1.01,N,25,0.26,0,0.2,17,0,0,1
33,25480.61,OWN,25,VENTURE,D,39826,19.31,1.56,N,7,0.41,0,0.25,3,1,1,1
22,113767.07,MORTGAGE,17,DEBTCONSOLIDATION,E,3251,14.94,0.03,Y,27,0.19,1,0.29,10,0,0,0
33,26973.82,RENT,0,MEDICAL,D,6577,9.45,0.24,N,11,0.25,0,0.11,3,0,0,0
31,32955.23,MORTGAGE,17,EDUCATION,B,42256,16.29,1.28,N,29,0.21,0,0.2,16,0,0,0
33,75907.34,OWN,0,DEBTCONSOLIDATION,F,34314,11.71,0.45,N,23,0.18,0,0.35,25,1,0,1
22,31869.16,RENT,20,HOMEIMPROVEMENT,F,25363,8.44,0.8,N,21,0.59,0,0.11,3,1,1,1
22,89067.57,MORTGAGE,18,VENTURE,D,25207,14.78,0.28,N,10,0.47,0,0.37,12,0,0,0
49,58180.45,RENT,13,EDUCATION,E,7533,18.61,0.13,N,26,0.15,0,0.14,4,0,0,0
58,45011.79,RENT,12,PERSONAL,D,12725,9.74,0.28,N,26,0.15,0,0.24,11,0,0,0
50,44701.95,RENT,8,PERSONAL,C,22059,8.33,0.49,Y,7,0.41,2,0.41,15,0,0,0
23,136724.73,RENT,12,HOMEIMPROVEMENT,F,7269,20.93,0.05,N,19,0.11,0,0.17,27,0,0,0
63,92190.23,MORTGAGE,29,PERSONAL,C,22304,22.03,0.24,Y,2,0.2,1,0.16,27,0,0,0
39,91433.64,MORTGAGE,36,EDUCATION,D,9558,12.03,0.1,N,8,0.2,0,0.36,29,1,0,0
53,115544.07,OWN,25,EDUCATION,A,44429,22.38,0.38,Y,24,0.37,1,0.43,27,1,1,0
27,175863.66,RENT,39,PERSONAL,B,46780,20.56,0.27,N,18,0.11,0,0.33,3,0,0,0
39,96915.17,OWN,2,VENTURE,D,1328,17.96,0.01,N,23,0.11,0,0.33,19,0,0,0
56,47565.3,MORTGAGE,10,MEDICAL,F,1028,5.83,0.02,N,4,0.44,0,0.19,20,0,0,0
34,68556.83,RENT,24,MEDICAL,F,35228,11.18,0.51,N,27,0.14,0,0.31,7,0,0,0
23,103895.9,MORTGAGE,11,DEBTCONSOLIDATION,F,6057,24.36,0.06,N,4,0.38,0,0.4,12,0,0,0
25,63647.79,OWN,20,HOMEIMPROVEMENT,F,24806,18.35,0.39,N,26,0.41,0,0.24,2,0,0,0
50,67245.63,MORTGAGE,4,HOMEIMPROVEMENT,A,49998,21.07,0.74,Y,26,0.1,2,0.21,29,1,0,1
29,80205.04,MORTGAGE,39,HOMEIMPROVEMENT,D,11929,12.12,0.15,Y,24,0.12,1,0.16,18,0,0,0
38,33139.19,MORTGAGE,28,PERSONAL,A,32501,21.29,0.98,Y,2,0.27,1,0.52,8,0,0,0
53,50535.68,OWN,31,MEDICAL,C,15352,23.17,0.3,N,18,0.33,0,0.4,12,0,0,0
36,58341.3,RENT,39,PERSONAL,E,3850,24.31,0.07,N,21,0.22,0,0.27,3,0,0,0
21,42715.34,RENT,36,HOMEIMPROVEMENT,B,27849,21.37,0.65,N,27,0.22,0,0.47,11,0,0,0
52,58027.71,RENT,17,EDUCATION,A,28684,18.18,0.49,Y,6,0.43,1,0.25,24,0,0,1
46,67771.27,MORTGAGE,1,DEBTCONSOLIDATION,B,30059,7.24,0.44,Y,13,0.57,1,0.47,15,0,0,1
34,43553.59,MORTGAGE,27,HOMEIMPROVEMENT,B,33536,19.47,0.77,N,4,0.2,0,0.32,14,1,0,0
37,64438.57,MORTGAGE,30,MEDICAL,D,3765,8.42,0.06,N,7,0.11,0,0.32,29,0,0,0
38,41262.93,MORTGAGE,23,EDUCATION,G,27469,5.04,0.67,N,29,0.57,0,0.19,22,1,0,1
48,22185.67,MORTGAGE,23,HOMEIMPROVEMENT,E,19549,13.02,0.88,N,9,0.28,0,0.28,16,0,0,1
48,46710.96,RENT,13,VENTURE,B,5581,20.61,0.12,N,24,0.31,0,0.11,11,1,0,0
29,62878.33,RENT,17,VENTURE,F,34560,6.72,0.55,N,6,0.36,0,0.09,22,2,0,0
63,72735.5,MORTGAGE,39,DEBTCONSOLIDATION,B,34146,23.57,0.47,N,28,0.5,0,0.15,29,1,0,1
60,55224.85,MORTGAGE,31,PERSONAL,B,12133,14.04,0.22,N,3,0.45,0,0.18,26,0,0,0
28,100398.51,OWN,38,DEBTCONSOLIDATION,F,5656,16.31,0.06,N,10,0.23,0,0.11,2,0,0,0
33,34767.15,RENT,20,EDUCATION,F,22700,17.36,0.65,N,18,0.54,0,0.24,18,0,0,1
46,85451.59,MORTGAGE,13,PERSONAL,F,37199,14.21,0.44,N,28,0.23,0,0.54,5,2,0,0
46,73690.41,MORTGAGE,39,HOMEIMPROVEMENT,E,13641,18.47,0.19,N,11,0.13,0,0.2,29,1,0,0
28,32271.25,MORTGAGE,31,HOMEIMPROVEMENT,E,18740,21.55,0.58,Y,9,0.31,2,0.26,14,0,0,1
37,127262.37,RENT,11,MEDICAL,G,22885,23.37,0.18,N,10,0.36,0,0.16,17,1,0,0
32,40401.51,RENT,16,EDUCATION,D,11150,20.5,0.28,N,19,0.18,0,0.31,3,0,0,0
46,114867.26,MORTGAGE,21,PERSONAL,D,34161,6.51,0.3,N,20,0.46,0,0.16,23,0,0,0
54,49009.05,MORTGAGE,10,MEDICAL,F,15496,17.08,0.32,N,13,0.27,0,0.21,23,1,0,0
30,85163.4,MORTGAGE,34,HOMEIMPROVEMENT,D,4985,12.13,0.06,N,22,0.36,0,0.42,7,3,0,0
39,89183.62,RENT,5,EDUCATION,D,49367,12.67,0.55,N,24,0.55,0,0.68,2,0,0,1
53,43253.88,OWN,6,PERSONAL,D,23538,18.17,0.54,N,14,0.22,0,0.46,25,2,0,0
31,40293.15,RENT,33,HOMEIMPROVEMENT,B,27442,24.2,0.68,N,27,0.56,0,0.28,9,1,0,1
26,56266.64,RENT,28,MEDICAL,D,37545,8.77,0.67,Y,2,0.34,2,0.22,19,1,0,1
49,38533.66,MORTGAGE,35,PERSONAL,F,38684,17.16,1.0,N,21,0.38,0,0.42,23,0,0,0
37,31929.68,MORTGAGE,20,VENTURE,E,49877,12.41,1.56,N,15,0.28,0,0.22,28,1,0,0
50,38363.92,RENT,34,VENTURE,D,40373,20.38,1.05,Y,24,0.25,1,0.27,29,0,0,1
57,66077.92,MORTGAGE,5,PERSONAL,A,38909,12.43,0.59,N,19,0.27,0,0.17,11,2,0,0
51,41459.13,MORTGAGE,32,EDUCATION,A,12688,23.14,0.31,N,11,0.55,0,0.35,7,1,0,0
38,30501.29,OWN,23,EDUCATION,C,23611,10.02,0.77,N,5,0.25,0,0.18,3,0,0,0
38,108612.62,RENT,0,DEBTCONSOLIDATION,D,1864,9.93,0.02,N,12,0.54,0,0.13,27,0,0,0
57,48781.16,RENT,16,EDUCATION,D,30990,18.63,0.64,N,3,0.5,0,0.42,11,1,0,1
21,103318.79,RENT,8,VENTURE,D,14266,23.07,0.14,N,17,0.22,0,0.16,10,0,0,0
57,97433.28,MORTGAGE,38,HOMEIMPROVEMENT,A,48268,16.5,0.5,Y,26,0.38,1,0.16,12,1,0,1
39,34156.46,MORTGAGE,8,HOMEIMPROVEMENT,B,48078,24.89,1.41,N,7,0.19,0,0.2,8,0,1,0
26,36215.41,RENT,36,DEBTCONSOLIDATION,E,38032,16.2,1.05,N,11,0.24,0,0.19,5,1,0,0
21,35326.49,MORTGAGE,38,VENTURE,D,27382,19.58,0.78,Y,29,0.23,2,0.2,2,0,0,1
63,58505.11,MORTGAGE,16,DEBTCONSOLIDATION,C,3956,17.56,0.07,N,18,0.49,0,0.23,9,0,0,0
22,101290.33,RENT,36,DEBTCONSOLIDATION,B,40267,22.19,0.4,N,17,0.36,0,0.31,7,0,0,0
33,38010.4,MORTGAGE,14,EDUCATION,F,15855,12.27,0.42,N,10,0.14,0,0.66,19,0,0,0
24,96202.34,RENT,5,PERSONAL,C,14934,20.63,0.16,N,27,0.58,0,0.34,8,0,0,0
33,42106.45,RENT,24,PERSONAL,D,35959,10.28,0.85,N,29,0.48,0,0.29,17,0,0,0
30,61906.54,MORTGAGE,10,HOMEIMPROVEMENT,A,5491,7.99,0.09,N,26,0.36,0,0.16,27,0,0,0
48,42487.92,MORTGAGE,7,DEBTCONSOLIDATION,A,41958,10.48,0.99,Y,16,0.41,1,0.16,21,0,0,0
47,69527.07,MORTGAGE,20,VENTURE,C,40419,5.79,0.58,N,18,0.13,0,0.22,14,0,0,0
22,22256.67,MORTGAGE,9,PERSONAL,A,8737,15.75,0.39,N,13,0.15,0,0.18,28,2,0,0
63,69579.34,MORTGAGE,32,EDUCATION,G,12595,13.44,0.18,N,23,0.31,0,0.42,11,0,0,0
45,39394.4,RENT,23,DEBTCONSOLIDATION,D,28713,19.42,0.73,N,16,0.57,0,0.13,9,0,0,1
34,116337.65,MORTGAGE,35,EDUCATION,A,7722,21.42,0.07,N,13,0.1,0,0.25,25,0,0,0
29,33769.56,MORTGAGE,38,MEDICAL,E,24574,5.73,0.73,Y,15,0.12,1,0.31,20,1,0,0
64,87473.32,MORTGAGE,10,HOMEIMPROVEMENT,G,39379,18.27,0.45,Y,10,0.51,1,0.05,2,0,0,1
50,59005.85,MORTGAGE,15,DEBTCONSOLIDATION,A,9205,13.08,0.16,N,28,0.35,0,0.44,16,0,0,0
28,61121.23,RENT,27,HOMEIMPROVEMENT,B,1909,21.11,0.03,N,25,0.42,0,0.37,21,0,0,0
42,83734.32,RENT,14,VENTURE,A,48514,23.46,0.58,N,15,0.26,0,0.5,19,1,1,0
40,63366.92,RENT,14,PERSONAL,B,36897,15.56,0.58,Y,14,0.39,1,0.3,6,2,0,0
44,62771.34,OWN,25,DEBTCONSOLIDATION,A,47607,14.57,0.76,N,10,0.53,0,0.12,24,0,0,0
41,83758.98,RENT,30,DEBTCONSOLIDATION,F,18570,13.86,0.22,N,21,0.24,0,0.48,12,0,0,0
48,44188.31,MORTGAGE,8,MEDICAL,F,4380,20.12,0.1,N,25,0.6,0,0.56,27,0,0,1
49,19410.93,MORTGAGE,16,MEDICAL,E,39460,14.71,2.03,N,17,0.35,0,0.15,9,0,0,0
61,65500.37,MORTGAGE,36,DEBTCONSOLIDATION,B,43503,19.69,0.66,N,26,0.33,0,0.48,20,0,0,0
47,72872.51,RENT,10,MEDICAL,G,27867,23.92,0.38,N,12,0.27,0,0.28,10,0,0,0
30,59115.77,MORTGAGE,8,VENTURE,A,31363,17.26,0.53,Y,2,0.37,1,0.22,7,0,0,0
21,71745.54,MORTGAGE,21,DEBTCONSOLIDATION,A,9378,6.01,0.13,N,6,0.47,0,0.52,23,0,0,0
34,47859.23,RENT,4,EDUCATION,G,36103,5.59,0.75,N,18,0.41,0,0.12,26,0,0,0
28,28772.15,RENT,0,DEBTCONSOLIDATION,A,27623,6.29,0.96,N,19,0.24,0,0.38,19,1,0,0
57,42694.84,MORTGAGE,14,VENTURE,F,23666,18.37,0.55,Y,28,0.51,1,0.28,26,0,0,1
32,110323.75,RENT,30,MEDICAL,E,30672,6.12,0.28,N,6,0.34,0,0.45,12,0,0,0
55,64199.38,RENT,3,EDUCATION,A,25532,20.21,0.4,Y,17,0.18,2,0.26,6,0,0,0
36,107200.17,MORTGAGE,1,MEDICAL,F,33839,17.08,0.32,N,2,0.52,0,0.36,10,1,0,1
34,111616.57,RENT,15,HOMEIMPROVEMENT,F,1765,16.79,0.02,N,6,0.45,0,0.32,12,0,0,0
63,123279.09,MORTGAGE,35,EDUCATION,G,39658,6.42,0.32,N,9,0.19,0,0.06,21,0,0,0
35,47329.94,RENT,4,VENTURE,C,15260,16.09,0.32,N,2,0.55,0,0.26,27,0,0,0
56,42240.74,MORTGAGE,28,PERSONAL,F,38251,20.07,0.91,Y,4,0.35,1,0.28,22,1,0,1
21,45830.85,MORTGAGE,18,DEBTCONSOLIDATION,A,3837,23.28,0.08,N,2,0.25,0,0.17,7,1,0,0
33,51024.96,RENT,9,HOMEIMPROVEMENT,C,39440,6.9,0.77,N,23,0.4,0,0.19,3,0,1,0
43,62747.04,RENT,29,HOMEIMPROVEMENT,G,19015,15.07,0.3,Y,21,0.4,2,0.34,27,1,0,0
62,38229.87,MORTGAGE,11,MEDICAL,D,36656,12.39,0.96,N,26,0.31,0,0.46,2,0,0,0
42,28845.44,OWN,10,HOMEIMPROVEMENT,G,10663,8.91,0.37,Y,4,0.49,1,0.41,10,0,0,1
43,45988.99,OWN,17,PERSONAL,G,48367,10.1,1.05,N,21,0.35,0,0.06,15,1,0,0
34,49556.15,MORTGAGE,32,DEBTCONSOLIDATION,D,36007,16.62,0.73,N,2,0.29,0,0.26,10,1,0,1
21,46272.04,RENT,11,HOMEIMPROVEMENT,C,9118,22.0,0.2,Y,17,0.55,2,0.12,20,0,0,1
36,32574.93,MORTGAGE,37,MEDICAL,E,13109,8.58,0.4,Y,26,0.38,1,0.39,28,0,0,0
42,38923.18,OWN,8,HOMEIMPROVEMENT,G,38809,16.54,1.0,N,17,0.13,0,0.41,8,0,0,0
61,48661.76,RENT,33,HOMEIMPROVEMENT,F,16588,18.78,0.34,N,10,0.5,0,0.26,22,1,0,0
27,57649.24,MORTGAGE,22,PERSONAL,F,7212,12.15,0.13,N,11,0.59,0,0.36,14,0,0,0
51,70646.2,MORTGAGE,32,PERSONAL,G,4148,23.59,0.06,N,16,0.52,0,0.29,19,1,0,0
53,28161.81,MORTGAGE,25,VENTURE,E,5576,24.93,0.2,Y,15,0.15,1,0.21,5,0,0,0
30,23409.81,MORTGAGE,30,DEBTCONSOLIDATION,B,18434,7.84,0.79,N,9,0.31,0,0.3,17,1,0,0
42,86605.5,MORTGAGE,3,EDUCATION,B,2160,6.75,0.02,N,5,0.12,0,0.16,27,2,0,0
61,35243.54,MORTGAGE,27,DEBTCONSOLIDATION,F,35108,24.23,1.0,N,16,0.24,0,0.22,12,1,0,0
43,52761.74,MORTGAGE,28,HOMEIMPROVEMENT,B,42756,9.6,0.81,Y,22,0.34,1,0.12,5,1,0,0
21,53634.25,RENT,18,VENTURE,B,20488,18.05,0.38,N,28,0.26,0,0.24,25,0,0,0
55,26203.03,RENT,25,VENTURE,B,41818,13.63,1.6,N,12,0.56,0,0.53,8,1,0,1
45,85442.27,RENT,31,VENTURE,F,8902,22.53,0.1,N,12,0.46,0,0.02,15,0,0,0
36,115591.3,RENT,17,PERSONAL,G,32017,20.81,0.28,N,25,0.11,0,0.46,10,1,0,0
52,28632.4,OWN,9,PERSONAL,G,26411,16.99,0.92,Y,7,0.12,1,0.32,17,0,0,1
44,49378.38,MORTGAGE,27,DEBTCONSOLIDATION,C,8372,9.2,0.17,N,8,0.34,0,0.42,24,0,0,0
35,57323.02,MORTGAGE,20,PERSONAL,C,40913,20.63,0.71,Y,4,0.31,1,0.67,29,0,0,0
52,149517.18,MORTGAGE,8,HOMEIMPROVEMENT,C,15166,17.87,0.1,N,14,0.48,0,0.26,19,2,0,0
33,36620.68,MORTGAGE,28,EDUCATION,F,12982,23.03,0.35,N,16,0.14,0,0.22,24,1,0,0
48,165628.82,RENT,6,DEBTCONSOLIDATION,G,9953,16.73,0.06,N,8,0.12,0,0.26,20,0,0,0
35,89795.39,RENT,4,VENTURE,B,40322,11.46,0.45,Y,17,0.24,1,0.36,12,0,0,0
40,38555.79,MORTGAGE,24,HOMEIMPROVEMENT,A,31346,23.45,0.81,N,5,0.52,0,0.18,28,0,0,1
28,84568.34,MORTGAGE,1,EDUCATION,B,12284,10.0,0.15,N,13,0.5,0,0.06,21,0,0,0
49,31529.7,MORTGAGE,24,MEDICAL,B,1493,10.38,0.05,Y,4,0.45,1,0.31,20,0,0,0
39,149608.56,MORTGAGE,24,VENTURE,G,11046,21.03,0.07,N,22,0.3,0,0.24,24,0,0,0
37,21193.29,MORTGAGE,19,EDUCATION,A,4146,19.65,0.2,N,10,0.47,0,0.18,16,2,0,0
53,104762.1,MORTGAGE,30,DEBTCONSOLIDATION,E,38621,13.87,0.37,N,27,0.51,0,0.36,29,0,0,0
63,44516.86,MORTGAGE,3,MEDICAL,A,23409,14.9,0.53,Y,17,0.4,1,0.59,8,0,0,0
31,92970.08,MORTGAGE,38,DEBTCONSOLIDATION,E,8960,10.25,0.1,Y,23,0.58,1,0.04,21,1,0,1
62,97673.0,RENT,9,EDUCATION,F,8044,11.07,0.08,Y,3,0.35,1,0.14,17,0,0,0
36,29481.9,RENT,18,PERSONAL,A,28742,23.75,0.97,N,7,0.42,0,0.07,2,2,0,0
63,48971.69,RENT,18,VENTURE,A,10609,15.47,0.22,N,25,0.44,0,0.33,27,0,0,0
55,148813.53,MORTGAGE,32,EDUCATION,E,39412,20.42,0.26,N,21,0.29,0,0.27,8,1,0,0
32,70185.55,MORTGAGE,20,HOMEIMPROVEMENT,F,1569,8.26,0.02,N,22,0.2,0,0.15,16,0,0,0
52,21909.67,RENT,31,HOMEIMPROVEMENT,F,30693,17.58,1.4,N,29,0.5,0,0.53,6,1,0,1
46,31750.19,RENT,39,PERSONAL,E,27246,6.71,0.86,N,5,0.54,0,0.39,23,1,0,0
51,61955.72,RENT,16,EDUCATION,E,15688,9.52,0.25,N,5,0.32,0,0.46,27,1,0,0
55,79974.6,MORTGAGE,39,PERSONAL,E,30873,20.77,0.39,N,14,0.24,0,0.39,20,0,0,0
45,54722.03,RENT,26,MEDICAL,D,17958,7.62,0.33,N,7,0.16,0,0.45,17,1,0,0
62,35794.46,MORTGAGE,3,EDUCATION,E,48632,20.7,1.36,Y,21,0.58,1,0.2,16,2,0,1
32,64820.55,RENT,5,HOMEIMPROVEMENT,E,9744,6.03,0.15,N,8,0.53,0,0.48,22,1,1,0
35,21652.49,MORTGAGE,17,EDUCATION,B,46213,10.55,2.13,N,14,0.59,0,0.18,24,1,0,0
27,39940.16,MORTGAGE,5,VENTURE,C,35386,20.76,0.89,N,15,0.52,0,0.2,22,0,0,0
27,29162.53,RENT,36,VENTURE,F,15294,15.47,0.52,N,6,0.47,0,0.18,29,0,0,1
46,184747.49,RENT,5,MEDICAL,C,13771,24.72,0.07,N,5,0.2,0,0.17,9,0,0,0
35,60912.33,RENT,26,VENTURE,A,4688,10.2,0.08,N,26,0.17,0,0.33,18,1,0,0
36,74908.16,MORTGAGE,7,PERSONAL,F,45716,21.07,0.61,Y,9,0.13,1,0.42,2,0,0,1
42,95879.59,MORTGAGE,32,HOMEIMPROVEMENT,F,36814,14.8,0.38,N,21,0.19,0,0.45,9,0,0,0
49,62615.06,RENT,26,VENTURE,E,13961,7.79,0.22,N,22,0.1,0,0.14,23,0,0,0
37,69232.81,MORTGAGE,20,EDUCATION,G,5746,11.39,0.08,N,8,0.43,0,0.26,20,0,0,0
29,48692.88,MORTGAGE,26,HOMEIMPROVEMENT,A,33670,23.19,0.69,N,6,0.39,0,0.25,15,1,0,0
